X,Y,OBJECTID,TYPE,SCHOOL,ADDRESS,SE_ANNO_CAD_DATA,NAME,GRADE,CITY,ZIP,PHONE,WEBSITE,XCOORD,YCOORD,SITE_USE,PRJ_ENRLLMNT
-122.295913,47.538091,40,Elementary,VAN ASSELT ELEM,7201 Beacon Ave S,,Wing Luke,K-5,Seattle,98108,(206)252-7630,http://lukees.seattleschools.org/,1279167.85988739,199712.3900708,Interim,
-122.283386,47.565905,41,Elementary,HAWTHORNE ELEM,4100 39th Ave S,,Hawthorne,K-5,Seattle,98118,(206)252-7210,http://hawthornees.seattleschools.org/,1282452.70010248,209797.73997881,Active,
-122.287116,47.558179,42,Service School,COLUMBIA BLDG/ORCA,3528 S Ferdinand St,,Interagency at Columbia School,9-12,Seattle,98118,(206)743-3930,http://interagency.seattleschools.org/,1281478.95008148,206997.38009396,Active,
-122.324178,47.642287,43,Option Elementary,SEWARD BLDG,2500  Franklin Ave E,,TOPS K-8,K-8,Seattle,98102,(206)252-3510,http://topsk8.seattleschools.org/,1272923.56988256,237846.3000233,Active,
-122.263172,47.498863,45,Elementary,RAINIER VIEW ELEM,11650 Beacon Ave S,,Rainier View,K-5,Seattle,98178,(206)252-6700,http://rainierviewes.seattleschools.org/,1286987.90986405,185254.06990613,Active,
-122.312083,47.564133,46,Middle School,MERCER MIDDLE SCHOOL,1600 S Columbian Way,,Mercer Int'l,6-8,Seattle,98108,(206)252-8000,http://mercerms.seattleschools.org/,1275356.92984523,209286.13995214,Active,
-122.353149,47.724631,47,Elementary,BROADVIEW-THOMSON,13052 Greenwood Ave N,,Broadview-Thomson K-8,K-8,Seattle,98133,(206)252-4080,http://broadviewk8.seattleschools.org/,1266376.49012898,268016.51986647,Active,
-122.388966,47.686003,48,Elementary,LOYAL HEIGHTS,7735 25th Ave NW,,Loyal Heights,K-5,Seattle,98117,(206)252-6000,http://loyalheightses.seattleschools.org/,1257277.99979581,254105.14053705,Active,
-122.307473,47.698449,49,Elementary,SACAJAWEA ELEM,9501 20th Ave NE,,Sacajawea,K-5,Seattle,98115,(206)252-5550,http://sacajaweaes.seattleschools.org/,1277433.42011482,258249.0800838,Active,
-122.300926,47.608424,50,Service School,MANN BLDG,2410 E Cherry St,,Nova,9-12,Seattle,98122,(206)252-3500,http://novahs.seattleschools.org/,1278419.13008565,225386.44010055,Active,
-122.377588,47.509700,51,Elementary,ARBOR HEIGHTS,3701 SW 104th St,,Arbor Heights,K-5,Seattle,98146,(206)252-9250,http://arborheightses.seattleschools.org/,1258789.50005364,189752.72987205,Active,
-122.373493,47.541762,52,Elementary,HIGH POINT ELEM,6760 34th Ave SW,,West Seattle Elementary,K-5,Seattle,98126,(206)252-9450,http://westseattlees.seattleschools.org/,1260035.42013398,201425.01984763,Active,
-122.340980,47.695237,53,Middle School,WILSON-PACIFIC,1330 N 90th St,,Robert Eagle Staff,6-8,Seattle,98103,(206)413-2300,http://eaglestaffms.seattleschools.org/,1269518.91593073,257308.57310656,Active,
-122.339622,47.659962,54,High School,LINCOLN,4400 Interlake Ave N,,Lincoln,9-12,Seattle,98103,(206)413-2500,https://lincolnhs.seattleschools.org/,1269243.30001214,244366.39984396,Active,
-122.307865,47.631456,55,Elementary,STEVENS ELEM,1242 18th Ave E,,Stevens,K-5,Seattle,98112,(206)252-3400,http://stevenses.seattleschools.org/,1276868.68010256,233818.91011222,Active,
-122.314658,47.713430,56,Option Elementary,PINEHURST,11530 12th Ave NE,,Hazel Wolf K-8,K-8,Seattle,98125,(206)252-4610,http://hazelwolfk8.seattleschools.org/,1275769.47987315,263746.86009872,Active,
-122.348969,47.637964,57,Option Elementary,OLD HAY BLDG,2100 4th Ave N,,Queen Anne,K-5,Seattle,98109,(206)252-2480,https://queenannees.seattleschools.org/,1266782.38990773,236389.04998505,Active,
-122.377602,47.696751,58,Middle School,WHITMAN MIDDLE SCHOOL,9201 15th Ave NW,,Whitman,6-8,Seattle,98117,(206)252-1200,http://whitmanms.seattleschools.org/,1260155.07015714,257968.80997506,Active,
-122.358619,47.646275,59,Service School,NORTHWEST CENTER,2919 1st Ave W,,Cascade PPP,K-12,Seattle,98119,(206)743-3900,http://cppp.seattleschools.org/,1264463.86993848,239467.13995747,Active,
-122.350858,47.621412,61,Option High School,SEATTLE CENTER – CENTER HOUSE,305 Harrison St,,Center School,9-12,Seattle,98109,(206)252-9850,http://centerhs.seattleschools.org/,1266197.67618214,230361.84681639,Active,
-122.304150,47.597956,62,Middle School,WASHINGTON MIDDLE SCHOOL,2101 S Jackson St,,Washington,6-8,Seattle,98144,(206)252-2600,http://washingtonms.seattleschools.org/,1277550.99993214,221583.78005497,Active,
-122.359960,47.687254,63,Elementary,GREENWOOD ELEM,144 NW 80th St,,Greenwood,K-5,Seattle,98117,(206)252-1400,http://greenwoodes.seattleschools.org/,1264429.86016397,254418.42993672,Active,
-122.390280,47.572981,64,Middle School,MADISON MIDDLE SCHOOL,3429 45th Ave SW,,Madison,6-8,Seattle,98116,(206)252-9200,http://madisonms.seattleschools.org/,1256120.38006382,212893.61994189,Active,
-122.277963,47.662198,65,Elementary,LAURELHURST ELEM,4530 46th Ave NE,,Laurelhurst,K-5,Seattle,98105,(206)252-5400,http://laurelhurstes.seattleschools.org/,1284450.63016173,244890.6599503,Active,
-122.265859,47.524071,67,High School,RAINIER BEACH HIGH SCHOOL,8815 Seward Park Ave S,,Rainier Beach,9-12,Seattle,98118,(206)252-6350,http://rainierbeachhs.seattleschools.org,1286494.98007564,194459.62006456,Active,
-122.297054,47.690538,68,Elementary,WEDGWOOD ELEM,2720 NE 85th St,,Wedgwood,K-5,Seattle,98115,(206)252-5670,http://wedgwoodes.seattleschools.org/,1279943.71988423,255315.14992805,Active,
-122.407827,47.577142,69,Elementary,ALKI ELEM,3010 59th Ave SW,,Alki,K-5,Seattle,98116,(206)252-9050,http://alkies.seattleschools.org/,1251820.84010647,214499.24993272,Active,
-122.387235,47.579495,70,Elementary,LAFAYETTE ELEM,2645 California Ave SW,,Lafayette,K-5,Seattle,98116,(206)252-9500,http://lafayettees.seattleschools.org/,1256919.88010523,215254.31010239,Active,
-122.366042,47.531654,71,Middle School,DENNY MIDDLE SCHOOL,2601 SW Kenyon St,,Denny Int'l,6-8,Seattle,98126,(206)252-9000,http://dennyms.seattleschools.org/,1261801.99993414,197702.00006272,Active,
-122.291814,47.602103,72,Elementary,LESCHI ELEM,135 32nd Ave,,Leschi,K-5,Seattle,98122,(206)252-2950,http://leschies.seattleschools.org/,1280622.75986473,223038.45004588,Active,
-122.388498,47.540251,73,Elementary,GATEWOOD ELEM,4320 SW Myrtle St,,Gatewood,K-5,Seattle,98136,(206)252-9400,http://gatewoodes.seattleschools.org/,1256318.79010005,200948.50997388,Active,
-122.361129,47.705973,75,Elementary,VIEWLANDS ELEM,10525 3rd Ave NW,,Viewlands,K-5,Seattle,98177,(206)252-4400,http://viewlandses.seattleschools.org/,1264277.49990439,261250.8299858,Active,
-122.293009,47.709945,76,Middle School,JANE ADDAMS BUILDING,11051 34th Ave NE,,Jane Addams,6-8,Seattle,98125,(206)252-4500,http://addamsms.seattleschools.org/,1281073.98009089,262373.91008872,Active,
-122.374889,47.676611,77,High School,BALLARD HIGH SCHOOL,1418 NW 65th St,,Ballard,9-12,Seattle,98117,(206)252-1000,http://ballardhs.seattleschools.org/,1260675.93985032,250610.24988905,Active,
-122.328498,47.676302,78,Elementary,GREENLAKE ELEM,2400 N 65th St,,Green Lake,K-5,Seattle,98103,(206)252-5320,http://greenlakees.seattleschools.org/,1272100.02002047,250272.03009304,Active,
-122.318899,47.558126,79,Elementary,MAPLE ELEM,4925 Corson Ave S,,Maple,K-5,Seattle,98108,(206)252-8310,http://maplees.seattleschools.org/,1273632.24989565,207127.80010872,Active,
-122.292206,47.671842,80,Elementary,BRYANT ELEM,3311 NE 60th St,,Bryant,K-5,Seattle,98115,(206)252-5200,http://bryantes.seattleschools.org/,1281008.30010414,248473.99989647,Active,
-122.309286,47.613373,81,Service School,MINOR ELEM,1700 E Union St,,Seattle World School,6-12,Seattle,98122,(206)252-2200,http://sws.seattleschools.org/,1276391.74995406,227230.85996814,Active,
-122.321258,47.698232,82,Elementary,OLYMPIC VIEW ELEM,504 NE 95th St,,Olympic View,K-5,Seattle,98115,(206)252-5500,http://olympicviewes.seattleschools.org/,1274037.94002914,258235.3301113,Active,
-122.262933,47.673652,83,Elementary,SAND POINT BLDG,6208 60th Ave NE,,Sand Point,K-5,Seattle,98115,(206)252-4640,http://sandpointes.seattleschools.org/,1288231.26006764,248998.6300808,Active,
-122.304284,47.640633,84,Elementary,MONTLAKE ELEM,2409 22nd Ave E,,Montlake,K-5,Seattle,98112,(206)252-3300,http://montlakees.seattleschools.org/,1277815.3701383,237148.6400013,Active,
-122.284832,47.634078,85,Elementary,MC GILVRA ELEM,1617 38th Ave E,,McGilvra,K-5,Seattle,98112,(206)252-3160,http://mcgilvraes.seattleschools.org/,1282564.87999623,234667.01996455,Active,
-122.293646,47.575888,86,High School,FRANKLIN HIGH SCHOOL,3013 S Mount Baker Blvd,,Franklin,9-12,Seattle,98144,(206)252-6150,http://franklinhs.seattleschools.org/,1279989.24013439,213486.24014771,Active,
-122.258636,47.514820,87,Elementary,EMERSON ELEM,9709 60th Ave S,,Emerson,K-5,Seattle,98118,(206)252-7100,http://emersones.seattleschools.org/,1288216.76993914,191052.88015889,Active,
-122.295913,47.538091,88,Service School,VAN ASSELT ELEM,7201 Beacon Ave S,,Early Learning Center,PK,Seattle,98108,(206)252-9930,https://www.seattleschools.org/cms/one.aspx?pageId=27768105,1279167.85988739,199712.3900708,Active,
-122.324052,47.657528,89,Option Elementary,LATONA ELEM,4057 5th Ave NE,,John Stanford Int'l,K-5,Seattle,98105,(206)252-6080,http://stanfordes.seattleschools.org/,1273062.46002473,243404.19015421,Active,
-122.366155,47.528632,90,High School,SEALTH HIGH SCHOOL,2600 SW Thistle St,,Chief Sealth Int'l,9-12,Seattle,98126,(206)252-8550,http://chiefsealthhs.seattleschools.org/,1261752.06991589,196600.49012664,Active,
-122.357997,47.563605,91,Option Elementary,COOPER BLDG,1901 SW Genesee St,,Pathfinder K-8,K-8,Seattle,98106,(206)252-9710,http://pathfinderk8.seattleschools.org/,1264019.7799474,209314.77998672,Active,
-122.299846,47.590959,92,Elementary,COLMAN SITE,2401 S Irving St,,Thurgood Marshall,K-5,Seattle,98144,(206)252-2800,http://marshalles.seattleschools.org/,1278563.94016348,219011.67004171,Active,
-122.358955,47.636826,93,Middle School,MCCLURE MIDDLE SCHOOL,1915 1st Ave W,,McClure,6-8,Seattle,98119,(206)252-1900,http://mcclurems.seattleschools.org/,1264312.7301489,236022.86994313,Active,
-122.275956,47.554779,94,Option Elementary,WHITWORTH ELEM,5215 46th Ave S,,Orca K-8,K-8,Seattle,98118,(206)252-6900,http://orcak8.seattleschools.org/,1284210.54993322,205705.44009255,Active,
-122.294983,47.682520,95,Middle School,ECKSTEIN MIDDLE SCHOOL,3003 NE 75th St,,Eckstein,6-8,Seattle,98115,(206)252-5010,http://ecksteinms.seattleschools.org/,1280398.17993331,252381.30999522,Active,
-122.290869,47.612237,96,Elementary,MADRONA,1121 33rd Ave,,Madrona,K-5,Seattle,98122,(206)252-3100,http://madronak8.seattleschools.org/,1280925.79009856,226729.75007796,Active,
-122.349124,47.654635,97,Elementary,B F DAY ELEM,3921 Linden Ave N,,B.F. Day,K-5,Seattle,98103,(206)252-6010,http://dayes.seattleschools.org/,1266864.06986247,242469.88985747,Active,
-122.315485,47.601201,98,Elementary,GATZERT ELEM,1301 E Yesler Way,,Bailey Gatzert,K-5,Seattle,98122,(206)252-2810,http://gatzertes.seattleschools.org/,1274777.68986198,222820.81990372,Active,
-122.275332,47.680687,99,Elementary,VIEW RIDGE ELEM,7047 50th Ave NE,,View Ridge,K-5,Seattle,98115,(206)252-5600,http://viewridgees.seattleschools.org/,1285225.18996431,251621.50016314,Active,
-122.276912,47.541743,101,Elementary,BRIGHTON ELEM,6725 45th Ave S,,Martin Luther King Jr,K-5,Seattle,98118,(206)252-6770,http://kinges.seattleschools.org/,1283885.5000584,200955.79998556,Active,
-122.318379,47.624423,102,Elementary,LOWELL ELEM,1058 E Mercer St,,Lowell,K-5,Seattle,98102,(206)252-3020,http://lowelles.seattleschools.org/,1274227.25001797,231303.90989289,Active,
-122.305245,47.621603,104,Middle School,MEANY MIDDLE SCHOOL (EAST),301 21st Ave E,,Meany,6-8,Seattle,98112,(206)413-2100,http://meanyms.seattleschools.org/,1277445.88006364,230213.14009281,Active,
-122.301905,47.605420,106,High School,GARFIELD HIGH SCHOOL,400 23rd Ave,,Garfield,9-12,Seattle,98122,(206)252-2270,http://garfieldhs.seattleschools.org/,1278156.77004606,224295.25002572,Active,
-122.340980,47.695237,107,Option Elementary,WILSON-PACIFIC,1330 N 90th St,,Licton Springs K-8,K-8,Seattle,98103,(206)413-2400,http://lictonspringsk8.seattleschools.org/,1269518.91593073,257308.57310656,Active,
-122.329585,47.714867,108,Elementary,NORTHGATE ELEM,11725 1st Ave NE,,Northgate,K-5,Seattle,98125,(206)252-4180,http://northgatees.seattleschools.org/,1272105.72998281,264341.99014205,Active,
-122.326595,47.668276,110,Option Elementary,MCDONALD BLDG,144 NE 54th St,,McDonald Int'l,K-5,Seattle,98105,206-743-3800,http://mcdonaldes.seattleschools.org/,1272511.8098793,247335.86995488,Active,
-122.322315,47.677248,111,Elementary,JOHN MARSHALL,520 NE Ravenna Blvd,,West Woodland (interim at John Marshall),K-5,Seattle,98115,(206)252-1600,https://westwoodlandes.seattleschools.org/,1273629.49990115,250587.70006539,Interim,
-122.272009,47.523743,112,Option Elementary,SOUTH SHORE SCHOOL,4800 S Henderson St,,South Shore K-8,K-8,Seattle,98118,(206)252-7600,http://southshorek8.seattleschools.org/,1284973.46015281,194368.40994513,Active,
-122.396359,47.677699,113,Option Elementary,WEBSTER,3014 NW 67th St,,Licton Springs K-8,K-8,Seattle,98117,(206)743-3700,https://lictonspringsk8.seattleschools.org/,1255395.88479364,251113.83221522,Active,
-122.392624,47.640606,114,Elementary,MAGNOLIA,2418 28th Ave W,,Magnolia,K-5,Seattle,98199,(206)743-3800,https://magnoliaes.seattleschools.org/,1256041.70010306,237567.69985871,Active,
-122.362247,47.670599,115,Elementary,WEST WOODLAND ELEM,5601 4th Ave NW,,,K-5,Seattle,98107,(206)252-1600,http://westwoodlandes.seattleschools.org/,1263746.12006164,248355.77998856,Active,
-122.270920,47.525265,116,Option High School,SOUTH LAKE HIGH SCHOOL,8601 Rainier Ave S,,Alan T. Sugiyama,9-12,Seattle,98118,(206)252-6600,https://sugiyamahs.seattleschools.org/,1285252.97009248,194918.31993455,Active,
-122.342305,47.686357,117,Elementary,DANIEL BAGLEY ELEM,7821 Stone Ave N,,Daniel Bagley,K-5,Seattle,98103,(206)252-5110,https://bagleyes.seattleschools.org/,1268771.17005089,254005.60005371,Active,
-122.289036,47.529152,118,Elementary,AFRICAN AMERICAN ACADEMY,8311 Beacon Ave S,,Rising Star,K-5,Seattle,98118,(206)252-7500,https://risingstares.seattleschools.org/,1280804.68994705,196420.06004129,Active,
,,,,,,,,,,,,,,,,
